ref,who,common,scientific,genus,lng,lat,date_planted,address,city,state,zip,country,neighborhood,health,dbh,height,owner,url,urlimage,status,notes
,SCTT 2010 2015,Evergreen Pear,,,-122.253998,37.845402,2012-12-15 09:00:00,5667 Oak Grove Ave,Oakland,CA,94618-1276,US,,good,,,Public,,,,
,SCTT 2010 2015,Evergreen Pear,,,-122.253998,37.845402,2012-12-15 09:00:00,5667 Oak Grove Ave,Oakland,CA,94618-1276,US,,good,,,Public,,,,
,SCTT 2010 2015,Crape Myrtle Tuscarora,,,-122.292999,37.812199,2012-12-15 09:00:00,1506 Peralta St,Oakland,CA,94607-2020,US,,good,,,Public,,,,
,SCTT 2016 2018,Acer buergerianum,,,-122.273817,37.833199,2015-12-12 09:00:00,920 43rd St,Oakland,CA,,US,Longfellow/North Oakland,good,,,Public,,,,
,SCTT 2016 2018,Prunus x blireana,,,-122.280119,37.844401,2015-12-12 09:00:00,1015 61st St,Oakland,CA,,US,Longfellow/North Oakland,good,,,Public,,,,
,SCTT 2016 2018,Quercus coccinea,,,-122.280182,37.844393,2015-12-12 09:00:00,1015 61st St,Oakland,CA,,US,Longfellow/North Oakland,good,,,Public,,,,
,SCTT 2016 2018,Lagerstroemia x 'Muskogee',,,-122.278327,37.846967,2015-12-12 09:00:00,962 63rd St,Oakland,CA,,US,Longfellow/North Oakland,good,,,Public,,,,
,SCTT 2016 2018,Lagerstroemia x 'Dynamite',,,-122.278362,37.846963,2015-12-12 09:00:00,962 63rd St,Oakland,CA,,US,Longfellow/North Oakland,good,,,Public,,,,
,SCTT 2016 2018,Prunus cerasifera 'Krauter Vesuvius',,,-122.274097,37.840580,2015-12-12 09:00:00,5618 Market St,Oakland,CA,,US,Longfellow/North Oakland,good,,,Public,,,,
,SCTT 2016 2018,Prunus cerasifera 'Krauter Vesuvius',,,-122.274114,37.840664,2015-12-12 09:00:00,5624 Market St,Oakland,CA,,US,Longfellow/North Oakland,good,,,Public,,,,
,SCTT 2016 2018,Tristaniopsis laurina,,,-122.260883,37.842888,2015-12-12 09:00:00,5688 Telegraph Ave,Oakland,CA,,US,North Oakland/Temescal,good,,,Public,,,,apartment bldg with absentee owner; 5th space declined
,SCTT 2016 2018,Tristaniopsis laurina,,,-122.260941,37.842897,2015-12-12 09:00:00,5688 Telegraph Ave,Oakland,CA,,US,North Oakland/Temescal,good,,,Public,,,,apartment bldg with absentee owner; 5th space declined
,SCTT 2010 2015,Magnolia grandiflora,,,-122.278000,37.838902,2010-12-11 09:00:00,999 55th St,Oakland,CA,94608,US,,good,,,Public,,,,
,SCTT 2010 2015,Evergreen Pear,,,-122.267998,37.849998,2010-12-11 09:00:00,789 65th St,Oakland,CA,95609,US,,good,,,Public,,,,
,SCTT 2010 2015,Chinese Pistache,,,-122.268997,37.849998,2010-12-11 09:00:00,794 65th St,Oakland,CA,94609,US,,good,,,Public,,,,
,SCTT 2010 2015,Ginkgo Biloba,,,-122.258003,37.837399,2010-12-11 09:00:00,5153 Shafter Ave,Oakland,CA,94618,US,,good,,,Public,,,,
,SCTT 2010 2015,Aristocrat Pear,,,-122.253998,37.841999,2010-12-11 09:00:00,5421 Shafter Ave,Oakland,CA,94618,US,,good,,,Public,,,,
,SCTT 2016 2018,Prunus cerasifera 'KV',,,-122.246802,37.850038,2016-12-10 09:00:00,6429 Harwood Ave,Oakland,CA,,US,Broadway Terrace/ Rockridge/ & Piedmont Hills,good,,,Public,,,,DKS: emailed 5/25/2016/ won't plant in '15-'16 season; THEY TOLD ME IT WAS DONE; I WILL CHECK TODAY TO SEE IF SOIL HAS BEEN RESTORED. Per ARB 12/5/2016; emailed care sheet -12/12/2016
,SCTT 2016 2018,Prunus cerasifera 'KV',,,-122.246876,37.850003,2016-12-10 09:00:00,6429 Harwood Ave,Oakland,CA,,US,Broadway Terrace/ Rockridge/ & Piedmont Hills,good,,,Public,,,,DKS: emailed 5/25/2016/ won't plant in '15-'16 season; THEY TOLD ME IT WAS DONE; I WILL CHECK TODAY TO SEE IF SOIL HAS BEEN RESTORED. Per ARB 12/5/2016; emailed care sheet -12/12/2016
,SCTT 2016 2018,Acer buergerianum,,,-122.278069,37.841830,2016-12-10 09:00:00,985 Arlington Ave,Oakland,CA,,US,Longfellow/North Oakland,good,,,Public,,,,emailed care sheet -hhc 12/12/2016
,SCTT 2016 2018,Acer buergerianum,,,-122.278004,37.841843,2016-12-10 09:00:00,985 Arlington Ave,Oakland,CA,,US,Longfellow/North Oakland,good,,,Public,,,,emailed care sheet -hhc 12/12/2016
,SCTT 2010 2015,Chinese Pistache,,,-122.206001,37.796600,2011-12-01 09:00:00,3520 Maple Ave,Oakland,CA,94602,US,,good,,,Public,,,,
,SCTT 2010 2015,Magnolia,,,-122.272003,37.833599,2010-12-01 09:00:00,868 44th St,Oakland,CA,95608,US,,good,,,Public,,,,
,SCTT 2010 2015,Laurel,,,-122.265999,37.848000,2010-12-01 09:00:00,606 62nd St,Oakland,CA,94609,US,,good,,,Public,,,,
,SCTT 2010 2015,Laurel,,,-122.265999,37.848000,2010-12-01 09:00:00,606 62nd St,Oakland,CA,94609,US,,good,,,Public,,,,
,SCTT 2010 2015,Magnolia,,,-122.265999,37.848000,2010-12-01 09:00:00,606 62nd St,Oakland,CA,94609,US,,good,,,Public,,,,
,SCTT 2010 2015,Magnolia,,,-122.265999,37.848000,2010-12-01 09:00:00,606 62nd St,Oakland,CA,94609,US,,good,,,Public,,,,
,SCTT 2010 2015,Magnolia,,,-122.266998,37.847900,2010-12-01 09:00:00,631 62nd St,Oakland,CA,94609,US,,good,,,Public,,,,
,SCTT 2010 2015,Eastern Redbuds,,,-122.272003,37.831100,2010-12-01 09:00:00,4029 Lusk St,Oakland,CA,94608,US,,good,,,Public,,,,
,SCTT 2010 2015,Eastern Redbuds,,,-122.272003,37.831100,2010-12-01 09:00:00,4029 Lusk St,Oakland,CA,94608,US,,good,,,Public,,,,
,SCTT 2010 2015,Eastern Redbuds,,,-122.272003,37.831100,2010-12-01 09:00:00,4029 Lusk St,Oakland,CA,94608,US,,good,,,Public,,,,
,SCTT 2010 2015,Eastern Redbuds,,,-122.272003,37.831100,2010-12-01 09:00:00,4029 Lusk St,Oakland,CA,94608,US,,good,,,Public,,,,
,SCTT 2010 2015,Eastern Redbuds,,,-122.272003,37.831100,2010-12-01 09:00:00,4029 Lusk St,Oakland,CA,94608,US,,good,,,Public,,,,
,SCTT 2010 2015,Crape Myrtle,,,-122.209999,37.804298,2013-11-08 09:00:00,4001 Lincoln Ave,Oakland,CA,94602-2429,US,,good,,,Public,,,,
,SCTT 2010 2015,Horsechestnut,,,-122.249001,37.841202,2013-11-08 09:00:00,5532 Manila Ave,Oakland,CA,94618-1515,US,,good,,,Public,,,,
,SCTT 2010 2015,Australian Willow,,,-122.279999,37.840801,2012-11-08 09:00:00,1035 57th St,Oakland,CA,94608-2705,US,,good,,,Public,,,,
,SCTT 2010 2015,Ginkgo,,,-122.266998,37.845699,2012-11-03 09:00:00,652 60th St,Oakland,CA,94609-1420,US,,good,,,Public,,,,
,SCTT 2010 2015,Red Horsechestnut,,,-122.205002,37.794899,2012-11-03 09:00:00,3455 Laurel Ave,Oakland,CA,94602-3844,US,,good,,,Public,,,,
,SCTT 2010 2015,Mayten Tree,,,-122.205002,37.794899,2012-11-03 09:00:00,3455 Laurel Ave,Oakland,CA,94602-3844,US,,good,,,Public,,,,
,SCTT 2010 2015,Chinese Pistache,,,-122.264000,37.835602,2012-11-03 09:00:00,4809 Shattuck Ave,Oakland,CA,94609-2004,US,,good,,,Public,,,,
,SCTT 2016 2018,Lagerstroemia x 'Tuscarora',,,-122.207137,37.793123,2015-11-28 09:00:00,3238 Laurel Ave,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Public,,,,corner lot; 1 on Laurel/ 5 on Suter
,SCTT 2016 2018,Lagerstroemia x 'Tuscarora',,,-122.207015,37.793160,2015-11-28 09:00:00,3238 Laurel Ave,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Public,,,,corner lot; 1 on Laurel/ 5 on Suter
,SCTT 2016 2018,Lagerstroemia x 'Natchez',,,-122.206980,37.793131,2015-11-28 09:00:00,3238 Laurel Ave,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Public,,,,corner lot; 1 on Laurel/ 5 on Suter
,SCTT 2016 2018,Lagerstroemia x 'Tuscarora',,,-122.206946,37.793102,2015-11-28 09:00:00,3238 Laurel Ave,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Public,,,,corner lot; 1 on Laurel/ 5 on Suter
,SCTT 2016 2018,Lagerstroemia x 'Natchez',,,-122.206885,37.793052,2015-11-28 09:00:00,3238 Laurel Ave,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Public,,,,corner lot; 1 on Laurel/ 5 on Suter
,SCTT 2016 2018,Koelreuteria paniculata,,,-122.187247,37.772669,2015-11-28 09:00:00,2822 60th Ave,Oakland,CA,,US,Picardy/Seminary,good,,,Public,,,,
,SCTT 2016 2018,Ginkgo biloba 'Fairmont',,,-122.186088,37.774236,2015-11-28 09:00:00,5914 Brann St,Oakland,CA,,US,Picardy/Seminary,good,,,Public,,,,also transplant existing maple 20' west
,SCTT 2016 2018,Ginkgo biloba 'Fairmont',,,-122.186196,37.774334,2015-11-28 09:00:00,5914 Brann St,Oakland,CA,,US,Picardy/Seminary,good,,,Public,,,,
,SCTT 2016 2018,Ginkgo biloba 'Fairmont',,,-122.186014,37.774169,2015-11-28 09:00:00,5920 Brann St,Oakland,CA,,US,Picardy/Seminary,good,,,Public,,,,
,SCTT 2016 2018,Acer buergerianum,,,-122.200262,37.785832,2015-11-27 09:00:00,4139 Culver St,Oakland,CA,,US,Allendale,good,,,Public,,,,referred by Bob Bodnar; transplanted ornamental grass (DKS 11/6/15)
,SCTT 2016 2018,Prunus blireana,,,-122.204155,37.785271,2015-11-27 09:00:00,2812 Minna Ave,Oakland,CA,,US,Allendale,good,,,Public,,,,
,SCTT 2016 2018,Lagerstroemia x 'Tuscarora',,,-122.210201,37.791426,2015-11-27 09:00:00,3018 Berlin Way,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Public,,,,parks car over curb; be careful about collisions w tree
,SCTT 2016 2018,Koelreuteria bipinnata,,,-122.210478,37.791641,2015-11-24 09:00:00,3036 Maple Ave,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Public,,,,see #1
,SCTT 2016 2018,Koelreuteria bipinnata,,,-122.210430,37.791618,2015-11-24 09:00:00,3036 Maple Ave,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Public,,,,see #1
,SCTT 2016 2018,Koelreuteria bipinnata,,,-122.210363,37.791588,2015-11-24 09:00:00,3036 Maple Ave,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Public,,,,see #1
,SCTT 2016 2018,Koelreuteria bipinnata,,,-122.210317,37.791568,2015-11-24 09:00:00,3036 Maple Ave,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Public,,,,see #1; dead as of summer 2017
,SCTT 2016 2018,Acer buergerianum,,,-122.266707,37.850164,2016-11-23 09:00:00,725 65th St,Oakland,CA,,US,Longfellow/North Oakland,good,,,Public,,,,price $100 for tree/ $40 for imported soil
,SCTT 2010 2015,Chinese Pistache,,,-122.275002,37.840000,2013-11-23 09:00:00,922 56th St,Oakland,CA,94608-3124,US,,good,,,Public,,,,
,SCTT 2016 2018,Rhus lancea,,,-122.203650,37.773451,2015-11-21 09:00:00,5139 Ygnacio Ave,Oakland,CA,,US,Fairfax,good,,,Public,,,,
,SCTT 2016 2018,Rhus lancea,,,-122.203592,37.773450,2015-11-21 09:00:00,5139 Ygnacio Ave,Oakland,CA,,US,Fairfax,good,,,Public,,,,
,SCTT 2016 2018,Acer buergerianum,,,-122.210448,37.791755,2015-11-21 09:00:00,3036 Maple Ave,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Public,,,,corner lot; 3 S on Maple/ 4 M on Berlin
,SCTT 2016 2018,Acer buergerianum,,,-122.210480,37.791719,2015-11-21 09:00:00,3036 Maple Ave,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Public,,,,see #1
,SCTT 2016 2018,Acer buergerianum,,,-122.210499,37.791692,2015-11-21 09:00:00,3036 Maple Ave,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Public,,,,see #1
,SCTT 2016 2018,Acer rubrum 'October Glory',,,-122.186278,37.768280,2015-11-21 09:00:00,2512 65th Ave,Oakland,CA,,US,Picardy/Seminary,good,,,Public,,,,
,SCTT 2010 2015,Purple Leaf Plum,,,-122.286003,37.847801,2011-11-02 09:00:00,1129 65th St,Oakland,CA,94608-1108,US,,good,,,Public,,,,
,SCTT 2016 2018,Lagerstroemia 'Natchez',,,-122.270911,37.819150,2016-11-19 09:00:00,2900-2904 MLK Jr Way,Oakland,CA,,US,West Oakland,good,,,Public,,,,small trees only along 29th St side/ sidewalk 6' w. This was a referral from Linda Lonay (889 34th St) in May 2016/ who later said we should abandon this TRF/ but revived in Sep-Oct 2016
,SCTT 2016 2018,Lagerstroemia 'Natchez',,,-122.270860,37.819140,2016-11-19 09:00:00,2900-2904 MLK Jr Way,Oakland,CA,,US,West Oakland,good,,,Public,,,,see #1
,SCTT 2016 2018,Lagerstroemia 'Natchez',,,-122.270803,37.819124,2016-11-19 09:00:00,2900-2904 MLK Jr Way,Oakland,CA,,US,West Oakland,good,,,Public,,,,see #1
,SCTT 2016 2018,Lagerstroemia 'Natchez',,,-122.270740,37.819111,2016-11-19 09:00:00,2900-2904 MLK Jr Way,Oakland,CA,,US,West Oakland,good,,,Public,,,,see #1
,SCTT 2010 2015,Trident Maple,,,-122.207001,37.796398,2011-11-19 09:00:00,2925 Delaware St,Oakland,CA,94602-3217,US,,good,,,Public,,,,
,SCTT 2010 2015,Trident Maple,,,-122.207001,37.796398,2011-11-19 09:00:00,2925 Delaware St,Oakland,CA,94602-3217,US,,good,,,Public,,,,
,SCTT 2010 2015,Magnolia,,,-122.286003,37.846199,2011-11-19 09:00:00,1152 64th St,Oakland,CA,94602,US,,good,,,Public,,,,
,SCTT 2010 2015,African Sumac,,,-122.273003,37.841000,2011-11-19 09:00:00,869 Aileen St,Oakland,CA,94602,US,,good,,,Public,,,,
,SCTT 2010 2015,Trident Maple,,,-122.209000,37.797901,2011-11-19 09:00:00,3452 Coolidge Ave,Oakland,CA,94602-3238,US,,good,,,Public,,,,
,SCTT 2010 2015,Purple Leaf Plum,,,-122.208000,37.796600,2011-11-19 09:00:00,2912 Delaware St,Oakland,CA,94602,US,,good,,,Public,,,,
,SCTT 2010 2015,Evergreen Pear,,,-122.207001,37.796398,2011-11-19 09:00:00,2919 Delaware St,Oakland,CA,94602,US,,good,,,Public,,,,
,SCTT 2010 2015,Chinese Pistache,,,-122.207001,37.796398,2011-11-19 09:00:00,2919 Delaware St,Oakland,CA,94602,US,,good,,,Public,,,,
,SCTT 2010 2015,Chinese Pistache,,,-122.207001,37.796398,2011-11-19 09:00:00,2919 Delaware St,Oakland,CA,94602,US,,good,,,Public,,,,
,SCTT 2010 2015,Evergreen Pear,,,-122.272003,37.843102,2011-11-19 09:00:00,5780 Genoa St,Oakland,CA,94602,US,,good,,,Public,,,,
,SCTT 2010 2015,Saratoga Laurel,,,-122.207001,37.797401,2011-11-19 09:00:00,2907 Georgia St,Oakland,CA,94602,US,,good,,,Public,,,,
,SCTT 2010 2015,Eastern Redbud,,,-122.207001,37.797199,2011-11-19 09:00:00,2928 Georgia St,Oakland,CA,94602,US,,good,,,Public,,,,
,SCTT 2010 2015,Eastern Redbud,,,-122.207001,37.797199,2011-11-19 09:00:00,2928 Georgia St,Oakland,CA,94602,US,,good,,,Public,,,,
,SCTT 2010 2015,Eastern Redbud,,,-122.207001,37.797100,2011-11-19 09:00:00,2946 Georgia St,Oakland,CA,94602,US,,good,,,Public,,,,
,SCTT 2010 2015,Red Oak,,,-122.206001,37.797001,2011-11-19 09:00:00,2952 Georgia St,Oakland,CA,94602,US,,good,,,Public,,,,
,SCTT 2010 2015,Chinese Pistache,,,-122.206001,37.796700,2011-11-19 09:00:00,2985 Georgia St,Oakland,CA,94602,US,,good,,,Public,,,,
,SCTT 2010 2015,Aristocrat Pear,,,-122.206001,37.796700,2011-11-19 09:00:00,2985 Georgia St,Oakland,CA,94602,US,,good,,,Public,,,,
,SCTT 2010 2015,Aristocrat Pear,,,-122.206001,37.796700,2011-11-19 09:00:00,2985 Georgia St,Oakland,CA,94602,US,,good,,,Public,,,,
,SCTT 2010 2015,Trident Maple,,,-122.206001,37.796700,2011-11-19 09:00:00,2985 Georgia St,Oakland,CA,94602,US,,good,,,Public,,,,
,SCTT 2010 2015,Trident Maple,,,-122.206001,37.796700,2011-11-19 09:00:00,2985 Georgia St,Oakland,CA,94602,US,,good,,,Public,,,,
,SCTT 2010 2015,Eastern Redbud,,,-122.205002,37.796501,2011-11-19 09:00:00,3019 Georgia St,Oakland,CA,94602,US,,good,,,Public,,,,
,SCTT 2010 2015,Evergreen Pear,,,-122.205002,37.796398,2011-11-19 09:00:00,3031 Georgia St,Oakland,CA,94602,US,,good,,,Public,,,,
,SCTT 2010 2015,Saratoga Laurel,,,-122.202003,37.794102,2011-11-19 09:00:00,3489 Midvale Ave,Oakland,CA,94602,US,,good,,,Public,,,,
,SCTT 2010 2015,Saratoga Laurel,,,-122.202003,37.794102,2011-11-19 09:00:00,3489 Midvale Ave,Oakland,CA,94602,US,,good,,,Public,,,,
,SCTT 2010 2015,Saratoga Laurel,,,-122.202003,37.794102,2011-11-19 09:00:00,3489 Midvale Ave,Oakland,CA,94602,US,,good,,,Public,,,,
,SCTT 2010 2015,Saratoga Laurel,,,-122.202003,37.794102,2011-11-19 09:00:00,3489 Midvale Ave,Oakland,CA,94602,US,,good,,,Public,,,,
,SCTT 2010 2015,Purple Leaf Plum,,,-122.283997,37.843102,2011-11-19 09:00:00,5927 San Pablo Ave,Oakland,CA,94602,US,,good,,,Public,,,,
,SCTT 2016 2018,Lagerstroemia x 'Dynamite',,,-122.186262,37.774233,2015-11-16 09:00:00,5901 Brann St,Oakland,CA,,US,Picardy/Seminary,good,,,Public,,,,corner lot; 3 on Brann/ 2 on Seminary
,SCTT 2016 2018,Lagerstroemia x 'Dynamite',,,-122.186318,37.774285,2015-11-16 09:00:00,5901 Brann St,Oakland,CA,,US,Picardy/Seminary,good,,,Public,,,,corner lot; 3 on Brann/ 2 on Seminary
,SCTT 2016 2018,Lagerstroemia x 'Dynamite',,,-122.186359,37.774324,2015-11-16 09:00:00,5901 Brann St,Oakland,CA,,US,Picardy/Seminary,good,,,Public,,,,corner lot; 3 on Brann/ 2 on Seminary
,SCTT 2016 2018,Lagerstroemia x 'Dynamite',,,-122.186544,37.774323,2015-11-16 09:00:00,5901 Brann St,Oakland,CA,,US,Picardy/Seminary,good,,,Public,,,,corner lot; 3 on Brann/ 2 on Seminary
,SCTT 2016 2018,Lagerstroemia x 'Dynamite',,,-122.186579,37.774293,2015-11-16 09:00:00,5901 Brann St,Oakland,CA,,US,Picardy/Seminary,good,,,Public,,,,corner lot; 3 on Brann/ 2 on Seminary
,SCTT 2016 2018,Quercus shumardii,,,-122.186619,37.774424,2015-11-16 09:00:00,2945 Seminary Ave,Oakland,CA,,US,Picardy/Seminary,good,,,Public,,,,corner lot; 3 on Brann/ 1 on Seminary
,SCTT 2016 2018,Rhus lancea,,,-122.186654,37.774596,2015-11-16 09:00:00,2945 Seminary Ave,Oakland,CA,,US,Picardy/Seminary,good,,,Public,,,,corner lot; 3 on Brann/ 1 on Seminary
,SCTT 2016 2018,Rhus lancea,,,-122.186700,37.774640,2015-11-16 09:00:00,2945 Seminary Ave,Oakland,CA,,US,Picardy/Seminary,good,,,Public,,,,corner lot; 3 on Brann/ 1 on Seminary
,SCTT 2016 2018,Rhus lancea,,,-122.186765,37.774699,2015-11-16 09:00:00,2945 Seminary Ave,Oakland,CA,,US,Picardy/Seminary,good,,,Public,,,,corner lot; 3 on Brann/ 1 on Seminary
,SCTT 2010 2015,Magnolia,,,-122.278000,37.841099,2013-11-16 09:00:00,987 57th St,Oakland,CA,94608-2843,US,,good,,,Public,,,,
,SCTT 2010 2015,Chinese Pistache,,,-122.278000,37.841099,2013-11-16 09:00:00,993 57th St,Oakland,CA,94608-2843,US,,good,,,Public,,,,
,SCTT 2010 2015,Trident Maple,,,-122.278000,37.841000,2013-11-16 09:00:00,999 57th St,Oakland,CA,94608-2843,US,,good,,,Public,,,,
,SCTT 2010 2015,Trident Maple,,,-122.278000,37.841000,2013-11-16 09:00:00,999 57th St,Oakland,CA,94608-2843,US,,good,,,Public,,,,
,SCTT 2010 2015,Trident Maple,,,-122.278000,37.841000,2013-11-16 09:00:00,999 57th St,Oakland,CA,94608-2843,US,,good,,,Public,,,,
,SCTT 2010 2015,Trident Maple,,,-122.278000,37.841000,2013-11-16 09:00:00,999 57th St,Oakland,CA,94608-2843,US,,good,,,Public,,,,
,SCTT 2010 2015,Trident Maple,,,-122.278000,37.841000,2013-11-16 09:00:00,999 57th St,Oakland,CA,94608-2843,US,,good,,,Public,,,,
,SCTT 2010 2015,Chinese Pistache,,,-122.275002,37.841499,2013-11-16 09:00:00,923 57th St,Oakland,CA,94608-2801,US,,good,,,Public,,,,
,SCTT 2010 2015,Chinese Pistache,,,-122.275002,37.841499,2013-11-16 09:00:00,923 57th St,Oakland,CA,94608-2801,US,,good,,,Public,,,,
,SCTT 2010 2015,Ginkgo,,,-122.275002,37.841599,2013-11-16 09:00:00,926 57th St,Oakland,CA,94608-2802,US,,good,,,Public,,,,
,SCTT 2010 2015,Ginkgo,,,-122.275002,37.841599,2013-11-16 09:00:00,926 57th St,Oakland,CA,94608-2802,US,,good,,,Public,,,,
,SCTT 2010 2015,Ginkgo,,,-122.276001,37.841499,2013-11-16 09:00:00,934 57th St,Oakland,CA,94608-2802,US,,good,,,Public,,,,
,SCTT 2010 2015,Ginkgo,,,-122.276001,37.841499,2013-11-16 09:00:00,934 57th St,Oakland,CA,94608-2802,US,,good,,,Public,,,,
,SCTT 2010 2015,Ginkgo,,,-122.276001,37.841599,2013-11-16 09:00:00,938 57th St,Oakland,CA,94608-2802,US,,good,,,Public,,,,
,SCTT 2010 2015,Magnolia,,,-122.276001,37.841499,2013-11-16 09:00:00,939 57th St,Oakland,CA,94608-2801,US,,good,,,Public,,,,
,SCTT 2010 2015,Ginkgo,,,-122.278999,37.840199,2013-11-16 09:00:00,1019 Aileen St,Oakland,CA,94608-2707,US,,good,,,Public,,,,
,SCTT 2010 2015,Trident Maple,,,-122.209000,37.804401,2013-11-16 09:00:00,4006 Lincoln Ave,Oakland,CA,94602-2430,US,,good,,,Public,,,,
,SCTT 2010 2015,Trident Maple,,,-122.209000,37.804401,2013-11-16 09:00:00,4006 Lincoln Ave,Oakland,CA,94602-2430,US,,good,,,Public,,,,
,SCTT 2010 2015,Trident Maple,,,-122.209000,37.804401,2013-11-16 09:00:00,4006 Lincoln Ave,Oakland,CA,94602-2430,US,,good,,,Public,,,,
,SCTT 2010 2015,Evergreen Pear,,,-122.259003,37.831799,2012-11-15 09:00:00,397 43rd St,Oakland,CA,94609-2222,US,,good,,,Public,,,,
,SCTT 2010 2015,Purple Leaf Plum,,,-122.264000,37.838501,2012-11-15 09:00:00,563 53rd St,Oakland,CA,94609-1927,US,,good,,,Public,,,,
,SCTT 2010 2015,Ginkgo,,,-122.218002,37.807899,2012-11-15 09:00:00,1400 Everett Ave,Oakland,CA,94602-1736,US,,good,,,Public,,,,
,SCTT 2010 2015,Ginkgo,,,-122.218002,37.807899,2012-11-15 09:00:00,1400 Everett Ave,Oakland,CA,94602-1736,US,,good,,,Public,,,,
,SCTT 2016 2018,Rhus lancea,,,-122.202897,37.783768,2015-11-14 09:00:00,4130 Allendale Ave,Oakland,CA,,US,Allendale,good,,,Public,,,,also paid $60 for Acer rubrum 'October Glory' for front yard
,SCTT 2016 2018,Rhus lancea,,,-122.202866,37.783739,2015-11-14 09:00:00,4130 Allendale Ave,Oakland,CA,,US,Allendale,good,,,Public,,,,
,SCTT 2016 2018,Platanus x acerifolia 'Columbia',,,-122.202864,37.783310,2015-11-14 09:00:00,2715 High St,Oakland,CA,,US,Allendale,good,,,Public,,,,email address failed 2/15/2016
,SCTT 2016 2018,Platanus x acerifolia 'Columbia',,,-122.202788,37.783349,2015-11-14 09:00:00,2725 High St,Oakland,CA,,US,Allendale,good,,,Public,,,,Spanish first lnguage for Ignacio Sr and wife; son Ignacio Jr made the request.  Corner lot: 2 on High/ 4 on Allendale.
,SCTT 2016 2018,Podocarpus gracilior,,,-122.202724,37.783381,2015-11-14 09:00:00,2725 High St,Oakland,CA,,US,Allendale,good,,,Public,,,,see #1
,SCTT 2016 2018,Quercus shumardii,,,-122.202755,37.783481,2015-11-14 09:00:00,2725 High St,Oakland,CA,,US,Allendale,good,,,Public,,,,see #1
,SCTT 2016 2018,Quercus shumardii,,,-122.202811,37.783531,2015-11-14 09:00:00,2725 High St,Oakland,CA,,US,Allendale,good,,,Public,,,,see #1
,SCTT 2016 2018,Quercus shumardii,,,-122.202857,37.783570,2015-11-14 09:00:00,2725 High St,Oakland,CA,,US,Allendale,good,,,Public,,,,see #1
,SCTT 2016 2018,Quercus shumardii,,,-122.202923,37.783627,2015-11-14 09:00:00,2725 High St,Oakland,CA,,US,Allendale,good,,,Public,,,,see #1
,SCTT 2016 2018,Acer buergerianum,,,-122.204196,37.795390,2015-11-14 09:00:00,3522 Laurel Ave,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Public,,,,see #1
,SCTT 2016 2018,Acer buergerianum,,,-122.204159,37.795420,2015-11-14 09:00:00,3522 Laurel Ave,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Public,,,,see #1
,SCTT 2016 2018,Acer buergerianum,,,-122.204055,37.795500,2015-11-14 09:00:00,3522 Laurel Ave,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Public,,,,see #1
,SCTT 2016 2018,Acer buergerianum,,,-122.204015,37.795530,2015-11-14 09:00:00,3522 Laurel Ave,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Public,,,,see #1
,SCTT 2016 2018,Acer buergerianum,,,-122.212182,37.801626,2015-11-14 09:00:00,3622 Lincoln Ave,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Public,,,,corner lot; 1 on Lincoln/ 1 on Damuth
,SCTT 2016 2018,Acer buergerianum,,,-122.212087,37.801619,2015-11-14 09:00:00,3622 Lincoln Ave,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Public,,,,corner lot; 1 on Lincoln/ 1 on Damuth
,SCTT 2016 2018,Lagerstroemia x 'Tuscarora',,,-122.159960,37.775465,2015-11-14 09:00:00,4162 Rifle Ln,Oakland,CA,,US,Eastern Hills,good,,,Public,,,,above 580
,SCTT 2016 2018,Lagerstroemia x 'Tuscarora',,,-122.150000,37.775434,2015-11-14 09:00:00,4162 Rifle Ln,Oakland,CA,,US,Eastern Hills,good,,,Public,,,,see #1
,SCTT 2016 2018,Lagerstroemia x 'Tuscarora',,,-122.160041,37.775400,2015-11-14 09:00:00,4162 Rifle Ln,Oakland,CA,,US,Eastern Hills,good,,,Public,,,,see #1
,SCTT 2016 2018,Lagerstroemia x 'Tuscarora',,,-122.160081,37.775367,2015-11-14 09:00:00,4162 Rifle Ln,Oakland,CA,,US,Eastern Hills,good,,,Public,,,,see #1
,SCTT 2010 2015,Trident Maple,,,-122.278000,37.838902,2011-11-12 09:00:00,999 55th St,Oakland,CA,94608-3103,US,,good,,,Public,,,,
