ref,who,common,scientific,genus,lng,lat,planted,address,city,state,zip,country,neighborhood,health,dbh,height,owner,url,urlimage,status,notes
1321,tfo,London plane,Platanus acerifolia 'Columbia',,-122.28912600000,37.81591000000,11/23/2019,2140 Mandela Parkway,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1322,tfo,London plane,Platanus acerifolia 'Columbia',,-122.28910100000,37.81597800000,11/23/2019,2140 Mandela Parkway,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1323,tfo,cork oak,Quercus suber,,-122.28813500000,37.81535100000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1324,tfo,cork oak,Quercus suber,,-122.28811100000,37.81542000000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1325,tfo,cork oak,Quercus suber,,-122.28808600000,37.81549000000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1326,tfo,cork oak,Quercus suber,,-122.28806200000,37.81555900000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1327,tfo,cork oak,Quercus suber,,-122.28803700000,37.81562800000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1328,tfo,cork oak,Quercus suber,,-122.28801300000,37.81569700000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1329,tfo,cork oak,Quercus suber,,-122.28798800000,37.81576700000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1330,tfo,cork oak,Quercus suber,,-122.28796400000,37.81583600000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1331,tfo,cork oak,Quercus suber,,-122.28793900000,37.81590500000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1332,tfo,Shumard red oak,Quercus shumardii,,-122.28796200000,37.81560400000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1333,tfo,Shumard red oak,Quercus shumardii,,-122.28791800000,37.81555600000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1334,tfo,Shumard red oak,Quercus shumardii,,-122.28786700000,37.81561000000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1335,tfo,Shumard red oak,Quercus shumardii,,-122.28776200000,37.81555400000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1336,tfo,Shumard red oak,Quercus shumardii,,-122.28773300000,37.81549700000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1337,tfo,Shumard red oak,Quercus shumardii,,-122.28766300000,37.81553100000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1338,tfo,Shumard red oak,Quercus shumardii,,-122.28764200000,37.81547800000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1339,tfo,purple-flowering locust,Robinia 'Purple Robe',,-122.28785800000,37.81531400000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1340,tfo,purple-flowering locust,Robinia 'Purple Robe',,-122.28790000000,37.81537000000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1341,tfo,purple-flowering locust,Robinia 'Purple Robe',,-122.28781500000,37.81538000000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1342,tfo,purple-flowering locust,Robinia 'Purple Robe',,-122.28787900000,37.81545000000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1343,tfo,purple-flowering locust,Robinia 'Purple Robe',,-122.28781200000,37.81544900000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1344,tfo,purple-flowering locust,Robinia 'Purple Robe',,-122.28781300000,37.81547700000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1345,tfo,Shumard red oak,Quercus shumardii,,-122.28809100000,37.81530300000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1346,tfo,Shumard red oak,Quercus shumardii,,-122.28806800000,37.81533100000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1347,tfo,Shumard red oak,Quercus shumardii,,-122.28803200000,37.81528600000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1348,tfo,Shumard red oak,Quercus shumardii,,-122.28800900000,37.81531400000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1349,tfo,sawleaf zelkova,Zelkova serrata 'Green Vase',,-122.28797300000,37.81526900000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1350,tfo,sawleaf zelkova,Zelkova serrata 'Green Vase',,-122.28787200000,37.81524000000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1351,tfo,Shumard red oak,Quercus shumardii,,-122.28784900000,37.81526800000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1352,tfo,Shumard red oak,Quercus shumardii,,-122.28781300000,37.81522300000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1353,tfo,Shumard red oak,Quercus shumardii,,-122.28779000000,37.81525100000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1354,tfo,Shumard red oak,Quercus shumardii,,-122.28775400000,37.81520600000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1355,tfo,London plane,Platanus acerifolia 'Columbia',,-122.28811100000,37.81478400000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1356,tfo,London plane,Platanus acerifolia 'Columbia',,-122.28798900000,37.81474900000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1357,tfo,London plane,Platanus acerifolia 'Columbia',,-122.28830400000,37.81494700000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1358,tfo,London plane,Platanus acerifolia 'Columbia',,-122.28828000000,37.81501500000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1359,tfo,London plane,Platanus acerifolia 'Columbia',,-122.28825500000,37.81508400000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1360,tfo,London plane,Platanus acerifolia 'Columbia',,-122.28823000000,37.81515200000,11/23/2019,2001 Poplar St,Oakland,CA,,,West Oakland - Pacific Pipe / American Steel property,,,,Private,,,Phase 4: 64 trees,
1361,tfo,Brisbane box,Lophostemon confertus,,-122.28139600000,37.81681000000,12/3/2019,1054 24th St,Oakland,CA,,,"West Oakland - excluding parks, Pacific Pipe / American Steel, and condos",,,,Private,,,,
1362,tfo,Saratoga laurel,Laurus nobilis 'Saratoga',,-122.21619200000,37.79005600000,12/3/2019,2811 Coolidge Ave,Oakland,CA,,,Foothill,,,,Public,,,,
1363,tfo,tupelo,Nyssa sylvatica 'Select' (tupelo),,-122.23139600000,37.79947200000,12/4/2019,3103 Stuart St,Oakland,CA,,,Lynn,,,,Public,,,,
1364,tfo,tupelo,Nyssa sylvatica 'Select' (tupelo),,-122.23141800000,37.79939900000,12/4/2019,3103 Stuart St,Oakland,CA,,,Lynn,,,,Public,,,,
1365,tfo,tupelo,Nyssa sylvatica 'Select' (tupelo),,-122.23150000000,37.79937200000,12/4/2019,3103 Stuart St,Oakland,CA,,,Lynn,,,,Public,,,,
1366,tfo,Chinese flame tree,Koelreuteria bipinnata,,-122.28550800000,37.82272900000,12/7/2019,2847 Peralta St,Oakland,CA,,,West Oakland - City Slicker Farm Park,,,,Public,,,,
1367,tfo,Brisbane box,Lophostemon confertus,,-122.28540500000,37.82223700000,12/7/2019,2847 Peralta St,Oakland,CA,,,West Oakland - City Slicker Farm Park,,,,Public,,,,
1368,tfo,hybrid madrone,Arbutus 'Marina',,-122.28545200000,37.82218100000,12/7/2019,2847 Peralta St,Oakland,CA,,,West Oakland - City Slicker Farm Park,,,,Public,,,,
1369,tfo,hybrid madrone,Arbutus 'Marina',,-122.28548900000,37.82213300000,12/7/2019,2847 Peralta St,Oakland,CA,,,West Oakland - City Slicker Farm Park,,,,Public,,,,
1370,tfo,Brisbane box,Lophostemon confertus,,-122.28552900000,37.82208400000,12/7/2019,2847 Peralta St,Oakland,CA,,,West Oakland - City Slicker Farm Park,,,,Public,,,,
1371,tfo,Brisbane box,Lophostemon confertus,,-122.28564800000,37.82193400000,12/7/2019,2847 Peralta St,Oakland,CA,,,West Oakland - City Slicker Farm Park,,,,Public,,,,
1372,tfo,hybrid madrone,Arbutus 'Marina',,-122.28569200000,37.82188000000,12/8/2019,2847 Peralta St,Oakland,CA,,,West Oakland - City Slicker Farm Park,,,,Public,,,,
1373,tfo,Brisbane box,Lophostemon confertus,,-122.28574100000,37.82182100000,12/8/2019,2847 Peralta St,Oakland,CA,,,West Oakland - City Slicker Farm Park,,,,Public,,,,
1374,tfo,Brisbane box,Lophostemon confertus,,-122.28578100000,37.82177000000,12/8/2019,2847 Peralta St,Oakland,CA,,,West Oakland - City Slicker Farm Park,,,,Public,,,,
1375,tfo,hybrid madrone,Arbutus 'Marina',,-122.28582000000,37.82172200000,12/8/2019,2847 Peralta St,Oakland,CA,,,West Oakland - City Slicker Farm Park,,,,Public,,,,
1376,tfo,hybrid madrone,Arbutus 'Marina',,-122.28586100000,37.82167100000,12/8/2019,2847 Peralta St,Oakland,CA,,,West Oakland - City Slicker Farm Park,,,,Public,,,,
1377,tfo,hybrid madrone,Arbutus 'Marina',,-122.28590000000,37.82162000000,12/8/2019,2847 Peralta St,Oakland,CA,,,West Oakland - City Slicker Farm Park,,,,Public,,,,
1378,tfo,hybrid madrone,Arbutus 'Marina',,-122.28593800000,37.82157300000,12/8/2019,2847 Peralta St,Oakland,CA,,,West Oakland - City Slicker Farm Park,,,,Public,,,,
1379,tfo,Brisbane box,Lophostemon confertus,,-122.28597600000,37.82152700000,12/8/2019,2847 Peralta St,Oakland,CA,,,West Oakland - City Slicker Farm Park,,,,Public,,,,
1380,tfo,cork oak,Quercus suber,,-122.28623400000,37.82178600000,12/8/2019,2847 Peralta St,Oakland,CA,,,West Oakland - City Slicker Farm Park,,,,Public,,,,
1381,tfo,cork oak,Quercus suber,,-122.28620500000,37.82169300000,12/8/2019,2847 Peralta St,Oakland,CA,,,West Oakland - City Slicker Farm Park,,,,Public,,,,
1382,tfo,cork oak,Quercus suber,,-122.28617400000,37.82159900000,12/8/2019,2847 Peralta St,Oakland,CA,,,West Oakland - City Slicker Farm Park,,,,Public,,,,
1383,tfo,cork oak,Quercus suber,,-122.28614400000,37.82150500000,12/8/2019,2847 Peralta St,Oakland,CA,,,West Oakland - City Slicker Farm Park,,,,Public,,,,
1384,tfo,hybrid madrone,Arbutus 'Marina',,-122.18701100000,37.77386900000,12/9/2019,2912 Seminary Ave,Oakland,CA,,,Picardy/Seminary,,,,Private,,,,
1385,tfo,coast live oak,Quercus agrifolia,,-122.28607400000,37.82147400000,12/10/2019,2847 Peralta St,Oakland,CA,,,West Oakland - City Slicker Farm Park,,,,Private,,,,
1386,tfo,coast live oak,Quercus agrifolia,,-122.28582800000,37.82200200000,12/10/2019,2847 Peralta St,Oakland,CA,,,West Oakland - City Slicker Farm Park,,,,Private,,,,
1387,tfo,coast live oak,Quercus agrifolia,,-122.28576400000,37.82199400000,12/10/2019,2847 Peralta St,Oakland,CA,,,West Oakland - City Slicker Farm Park,,,,Private,,,,
1388,tfo,coast live oak,Quercus agrifolia,,-122.28582700000,37.82195900000,12/10/2019,2847 Peralta St,Oakland,CA,,,West Oakland - City Slicker Farm Park,,,,Private,,,,
1389,tfo,hybrid madrone,Arbutus 'Marina',,-122.28555800000,37.82215200000,12/10/2019,2847 Peralta St,Oakland,CA,,,West Oakland - City Slicker Farm Park,,,,Private,,,,
1390,tfo,hybrid madrone,Arbutus 'Marina',,-122.28571200000,37.82194300000,12/10/2019,2847 Peralta St,Oakland,CA,,,West Oakland - City Slicker Farm Park,,,,Private,,,,
1391,tfo,hybrid madrone,Arbutus 'Marina',,-122.28575800000,37.82190900000,12/10/2019,2847 Peralta St,Oakland,CA,,,West Oakland - City Slicker Farm Park,,,,Private,,,,
1392,tfo,NorCal black walnut,Juglans hindsii,,-122.28582700000,37.82189100000,12/11/2019,2847 Peralta St,Oakland,CA,,,West Oakland - City Slicker Farm Park,,,,Private,,,,
1393,tfo,Autumn Blaze maple,Acer freemanii 'Jeffersred',,-122.28593300000,37.82183800000,12/11/2019,2847 Peralta St,Oakland,CA,,,West Oakland - City Slicker Farm Park,,,,Private,,,,
1394,tfo,Brisbane box,"Lophostemon confertus (Tristania conferta, Brisbane Box)",,-122.23353400000,37.79816800000,12/11/2019,1392 E 28th St,Oakland,CA,,,Lynn,,,,Public,,,,
1395,tfo,Shumard red oak,Quercus shumardii,,-122.28607100000,37.82181200000,12/13/2019,2847 Peralta St,Oakland,CA,,,West Oakland - City Slicker Farm Park,,,,Private,,,,
1396,tfo,coast live oak,Quercus agrifolia,,-122.21002400000,37.73765700000,12/14/2019,81 Swan Way,Oakland,CA,,,MLK Regional Shoreline: Kingfisher picnic area,,,,Public,,,,
1397,tfo,coast live oak,Quercus agrifolia,,-122.20993700000,37.73768200000,12/14/2019,81 Swan Way,Oakland,CA,,,MLK Regional Shoreline: Kingfisher picnic area,,,,Public,,,,
1398,tfo,coast live oak,Quercus agrifolia,,-122.21018100000,37.73742900000,12/14/2019,81 Swan Way,Oakland,CA,,,MLK Regional Shoreline: Kingfisher picnic area,,,,Public,,,,
1399,tfo,coast live oak,Quercus agrifolia,,-122.21018900000,37.73731100000,12/14/2019,81 Swan Way,Oakland,CA,,,MLK Regional Shoreline: Kingfisher picnic area,,,,Public,,,,
1400,tfo,coast live oak,Quercus agrifolia,,-122.21010800000,37.73825200000,12/14/2019,81 Swan Way,Oakland,CA,,,MLK Regional Shoreline: Small Lot hill area,,,,Public,,,,
1401,tfo,coast live oak,Quercus agrifolia,,-122.21011200000,37.73831200000,12/14/2019,81 Swan Way,Oakland,CA,,,MLK Regional Shoreline: Small Lot hill area,,,,Public,,,,
1402,tfo,coast live oak,Quercus agrifolia,,-122.21005100000,37.73834500000,12/14/2019,81 Swan Way,Oakland,CA,,,MLK Regional Shoreline: Small Lot hill area,,,,Public,,,,
1403,tfo,coast live oak,Quercus agrifolia,,-122.20998400000,37.73830500000,12/14/2019,81 Swan Way,Oakland,CA,,,MLK Regional Shoreline: Small Lot hill area,,,,Public,,,,
1404,tfo,coast live oak,Quercus agrifolia,,-122.20996900000,37.73834700000,12/14/2019,81 Swan Way,Oakland,CA,,,MLK Regional Shoreline: Small Lot hill area,,,,Public,,,,
1405,tfo,coast live oak,Quercus agrifolia,,-122.20927700000,37.74223500000,12/14/2019,81 Swan Way,Oakland,CA,,,MLK Regional Shoreline: Big Lot / observation deck,,,,Public,,,,
1406,tfo,coast live oak,Quercus agrifolia,,-122.20931600000,37.74219700000,12/14/2019,81 Swan Way,Oakland,CA,,,MLK Regional Shoreline: Big Lot / observation deck,,,,Public,,,,
1407,tfo,coast live oak,Quercus agrifolia,,-122.20931400000,37.74215400000,12/14/2019,81 Swan Way,Oakland,CA,,,MLK Regional Shoreline: Big Lot / observation deck,,,,Public,,,,
1408,tfo,Chinese pistache,Pistacia chinensis 'Keith Davey',,-122.25861100000,37.81643200000,12/14/2019,2907 Harrison St,Oakland,CA,,,Grand Lake & Adams Point,,,,Private,,,,
1409,tfo,Autumn Blaze maple,Acer x freemanii 'Jeffersred' (Autumn Blaze),,-122.21895800000,37.80677300000,12/16/2019,4330 Townsend Ave,Oakland,CA,,,Highland Park,,,,Private,,,,
1410,tfo,Chinese pistache,Pistacia chinensis 'Keith Davey',,-122.22607200000,37.80241900000,12/16/2019,1488 Excelsior Ave,Oakland,CA,,,Highland Park,,,,Public,,,,
1411,tfo,Catalina ironwood,Lyonothamnus floribundus asplenifolius (Catalina ironwood),,-122.22132500000,37.80276400000,12/16/2019,1701 E 38th St,Oakland,CA,,,Highland Park,,,,Public,,,,
1412,tfo,Brisbane box,Lophostemon confertus,,-122.27688200000,37.82910600000,12/17/2019,978 Apgar St,Oakland,CA,,,Longfellow/North Oakland - excluding OMI Academy,,,,Public,,,,
1413,tfo,Saratoga laurel,Laurus nobilis 'Saratoga',,-122.27701800000,37.82934300000,12/17/2019,978 Apgar St,Oakland,CA,,,Longfellow/North Oakland - excluding OMI Academy,,,,Private,,,,
1414,tfo,hybrid madrone,Arbutus 'Marina',,-122.27702900000,37.82937500000,12/17/2019,978 Apgar St,Oakland,CA,,,Longfellow/North Oakland - excluding OMI Academy,,,,Private,,,,
1415,tfo,coast live oak,Quercus agrifolia,,-122.27332700000,37.82800400000,12/17/2019,860 W MacArthur Blvd,Oakland,CA,,,Longfellow/North Oakland - excluding OMI Academy,,,,Private,,,,
1416,tfo,Sensation boxelder,Acer negundo 'Sensation',,-122.21289600000,37.78156700000,12/19/2019,2134 38th Ave,Oakland,CA,,,Jefferson,,,,Public,,,,
1417,tfo,Sensation boxelder,Acer negundo 'Sensation',,-122.21284600000,37.78152200000,12/19/2019,2134 38th Ave,Oakland,CA,,,Jefferson,,,,Public,,,,
1418,tfo,Autumn Blaze maple,Acer x freemanii 'Jeffersred',,-122.24475100000,37.80969200000,12/19/2019,3250 Lakeshore Ave,Oakland,CA,,,Grand Lake & Adams Point,,,,Public,,,,
1419,tfo,Autumn Blaze maple,Acer x freemanii 'Jeffersred',,-122.24482900000,37.80971700000,12/20/2019,3250 Lakeshore Ave,Oakland,CA,,,Grand Lake & Adams Point,,,,Public,,,,
1420,tfo,Autumn Blaze maple,Acer x freemanii 'Jeffersred',,-122.24490100000,37.80974300000,12/20/2019,3250 Lakeshore Ave,Oakland,CA,,,Grand Lake & Adams Point,,,,Public,,,,
1421,tfo,Sensation boxelder,Acer negundo 'Sensation',,-122.21679400000,37.79902100000,12/19/2019,3333 Fruitvale Ave,Oakland,CA,,,Upper Fruitvale / Dimond,,,,Public,,,,
1422,tfo,floss silk tree,Ceiba speciosa (floss silk tree),,-122.21086200000,37.77774000000,12/19/2019,4142 Carrington St,Oakland,CA,,,Fruitvale (Lower),,,,Private,,,,
1423,tfo,tupelo,Nyssa sylvatica 'Majestic',,-122.18849400000,37.76973900000,12/23/2019,2562 62nd Ave,Oakland,CA,,,Picardy/Seminary,,,,Public,,,,
1424,tfo,Turkish hazel,Corylus colurna,,-122.28592600000,37.82176200000,1/14/2020,2847 Peralta St,Oakland,CA,,,West Oakland - City Slicker Farm Park,,,,Private,,,,
1425,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18592100000,37.74135800000,1/18/2020,9100 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1426,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18597100000,37.74140100000,1/18/2020,9100 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1427,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18602100000,37.74144400000,1/18/2020,9100 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1428,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18607100000,37.74148700000,1/18/2020,9100 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1429,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18612100000,37.74153000000,1/18/2020,9100 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1430,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18617000000,37.74157300000,1/18/2020,9100 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1431,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18622000000,37.74161600000,1/18/2020,9100 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1432,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18626900000,37.74165900000,1/18/2020,9100 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1433,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18631900000,37.74170200000,1/18/2020,9100 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1434,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18637200000,37.74175000000,1/18/2020,9100 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1435,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18642200000,37.74179300000,1/18/2020,9100 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1436,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18647200000,37.74183600000,1/18/2020,9100 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1437,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18652200000,37.74187900000,1/18/2020,9100 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1438,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18657200000,37.74192200000,1/18/2020,9100 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1439,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18662200000,37.74196500000,1/18/2020,9100 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1440,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18667200000,37.74200800000,1/18/2020,9100 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1441,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18672200000,37.74205100000,1/18/2020,9100 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1442,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18677200000,37.74209400000,1/18/2020,9100 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1443,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18682200000,37.74213700000,1/18/2020,9100 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1444,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18687200000,37.74218000000,1/18/2020,9000 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1445,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18692200000,37.74222300000,1/18/2020,9000 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1446,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18697100000,37.74226600000,1/18/2020,9000 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1447,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18702000000,37.74230900000,1/18/2020,9000 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1448,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18707000000,37.74235200000,1/18/2020,9000 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1449,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18711900000,37.74239500000,1/18/2020,9000 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1450,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18716800000,37.74243800000,1/18/2020,9000 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1451,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18721700000,37.74248000000,1/18/2020,9000 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1452,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18726600000,37.74252300000,1/18/2020,9000 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1453,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18731500000,37.74256600000,1/18/2020,9000 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1454,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18737100000,37.74261500000,1/18/2020,9000 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1455,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18742600000,37.74265800000,1/18/2020,9000 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1456,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18747500000,37.74270200000,1/18/2020,9000 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1457,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18752400000,37.74274600000,1/18/2020,9000 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1458,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18757300000,37.74278900000,1/18/2020,8900 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1459,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18762100000,37.74283200000,1/18/2020,8900 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1460,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18767000000,37.74287500000,1/18/2020,8900 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
1461,tfo,London plane,Platanus acerifolia 'Columbia',,-122.18772000000,37.74291900000,1/18/2020,8900 blk Railroad Ave,Oakland,CA,,,Railroad Avenue,,,,Public,,,,
